Dataset,Original_file_name,Distorted_file_name,Width_original,Height_original,Width,Height,Bitrate,Video_codec,FPS,Duration,MOS,CI,Computed_Mos,Window_size,Window_stride,SSIM_Minkowski_pooling,Mode,temporal_pooling,vmaf_v0.6.1,vmaf_v0.6.1neg,vmaf_float_v0.6.1,vmaf_float_v0.6.1neg,vmaf_float_b_v0.6.3,vmaf_b_v0.6.3,vmaf_float_4k_v0.6.1,vmaf_4k_v0.6.1,vmaf_4k_v0.6.1neg,cambi,float_ssim,psnr_y,psnr_cb,psnr_cr,float_ms_ssim,ciede2000,psnr_hvs_y,psnr_hvs_cb,psnr_hvs_cr,psnr_hvs,vmaf_float_b_v0.6.3_bagging,vmaf_float_b_v0.6.3_stddev,vmaf_float_b_v0.6.3_ci_p95_lo,vmaf_float_b_v0.6.3_ci_p95_hi,vmaf_b_v0.6.3_bagging,vmaf_b_v0.6.3_stddev,vmaf_b_v0.6.3_ci_p95_lo,vmaf_b_v0.6.3_ci_p95_hi,integer_vif_scale3,eSSIM,SSIM
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_640x480_4000_x264.mp4,640,480,1920,1080,4000,x264,30,30,2.84,-1,-1,8,4,3,2,geometric_mean,68.0219047811552,66.33869600148847,68.01656921646484,66.3738392142684,66.49992717923689,66.50253906677523,75.89667725219456,75.89718981443157,74.60978680702952,0.839499670494558,0.9939252968703332,31.19704565164241,38.745773361818806,33.3898981526403,0.9852537794912708,37.69702071529345,32.04395829992273,40.18532918429565,36.216094202909446,32.72970495217074,65.9424765811318,3.072171924281358,60.75630230625982,70.73503615568728,65.94658953829138,3.077865969715035,60.74809758330198,70.75265618990444,0.9908302527195992,0.8094655328978771,0.9371281316083392
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_640x480_4000_x264.mp4,640,480,1920,1080,4000,x264,30,30,2.84,-1,-1,8,4,3,2,percentile_50,68.2166475,66.5394025,68.2118085,66.57944950000001,66.716903,66.717243,76.046655,76.045083,74.751403,0.7857055,0.9937715,31.2129465,38.69971,33.2331605,0.9850615,37.627372,32.097597,40.138758,36.132804,32.783308500000004,66.15574799999999,3.1390135,60.9498705,70.82904099999999,66.160541,3.1451505,60.9447615,70.847464,0.9915095,0.8101535,0.9365705
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_640x480_4000_x264.mp4,640,480,1920,1080,4000,x264,30,30,2.84,-1,-1,8,4,3,2,percentile_5,65.11022820000001,63.5200876,65.10804675,63.54749375,63.734281,63.73373845,73.82698105,73.82833875,72.6238491,0.4579965,0.99169705,30.72844565,38.1359594,32.8382154,0.98231185,36.82183245,31.48111305,38.9048096,35.3844392,32.155207100000005,63.08302495,2.76822515,57.86624425,68.02898945,63.08439345,2.7726314,57.8696094,68.0475191,0.9828821,0.80047565,0.92954185
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_640x480_4000_x264.mp4,640,480,1920,1080,4000,x264,30,30,2.84,-1,-1,8,4,3,2,percentile_95,70.6694865,69.0009908,70.6523548,69.02917425,68.9688477,68.97001284999999,77.66553125,77.66701665,76.39243875,1.8158716499999967,0.99616605,31.6935094,39.43404935,34.3941649,0.988263,38.754447,32.60574125,41.444054050000005,37.48806185,33.2852879,68.5134292,3.3101982,63.458143,73.01256805,68.5161104,3.31760115,63.4479668,73.03206730000001,0.9973464,0.81773415,0.9454034
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_640x480_4000_x264.mp4,640,480,1920,1080,4000,x264,30,30,2.84,-1,-1,8,4,3,2,norm_lp1,68.04543761555556,66.36247504111111,68.04011190333333,66.39769895111111,66.52251839555557,66.52512295777778,75.90739568111111,75.90790493666667,74.62052485777777,0.9303486455555556,0.9939264344444444,31.198849661111115,38.747835877777774,33.39332803222222,0.985255831111111,37.70223611444444,32.04682197222222,40.19456705,36.22129280222222,32.73254150888889,65.9658619411111,3.078121184444445,60.78297652222223,70.75531820444445,65.9699666588889,3.083845616666667,60.77475770222222,70.77294954,0.9908421411111112,0.8094865566666667,0.9371433266666668
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_640x480_4000_x264.mp4,640,480,1920,1080,4000,x264,30,30,2.84,-1,-1,8,4,3,2,norm_lp2,68.06860275378936,66.38590438517215,68.06328650063865,66.4212075750136,66.5447360733126,66.54733367495741,75.91798399300914,75.91849004726237,74.63114478419517,1.0336818358105957,0.99392757182878,31.20063832378278,38.74989983590388,33.39678958181233,0.98525788235542,37.70745800046754,32.04964739524313,40.2037926760674,36.22652558263416,32.73534631295339,65.98886295713369,3.0839953896255565,60.80917859152161,70.77533554026354,65.99295981299022,3.0897491471172964,60.80094667885907,70.79297790799964,0.9908540043429434,0.8095075679019842,0.93715851891292
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_640x480_4000_x264.mp4,640,480,1920,1080,4000,x264,30,30,2.84,-1,-1,8,4,3,2,norm_lp3,68.09141790611699,66.40899901841448,68.0861107400144,66.44438000666165,66.56659861338848,66.56918959187892,75.92844723707877,75.92895018770494,74.64165078716883,1.1410123871949445,0.9939287090221928,31.202412158239685,38.75196514453146,33.400282813386305,0.9852599332199168,37.71268561565642,32.052436249179614,40.21300379710405,36.23179233062819,32.73812056535465,66.0114985769036,3.0897884671901106,60.83493981554138,70.79509802424629,66.01558792381377,3.095570328167573,60.82669572151073,70.8127511544963,0.9908658424335808,0.8095285661045398,0.9371737080865068
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_1280x720_2000_x264.mp4,1280,720,1920,1080,2000,x264,30,30,4.0,-1,-1,8,4,3,2,mean,74.68010946333334,72.78106365444444,74.69070856888888,72.80386253666667,73.56398527222223,73.55338217666667,82.21824809222221,82.21447468333335,80.75119576888888,2.2984436044444445,0.9889256033333332,34.26267469555556,39.91064345777778,36.411566500000006,0.9854019111111112,38.44585382444445,36.7801871488889,39.59816289,38.85908934333335,37.1625186111111,73.05878768,2.00744814,69.43696160222223,76.37228847111113,73.04757321555556,2.003974835555556,69.4348846288889,76.35464450777776,0.949321787777778,0.87321866,0.9494554755555557
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_1280x720_2000_x264.mp4,1280,720,1920,1080,2000,x264,30,30,4.0,-1,-1,8,4,3,2,harmonic_mean,74.47968926532073,72.57978037781878,74.49017207928662,72.60199012088853,73.35957170145593,73.3490937767493,82.13576248993472,82.13210636719886,80.66950358405109,2.1607640348351285,0.9889108475541946,34.25375669534094,39.90121006497421,36.40493085783712,0.9853861165637512,38.42701465564535,36.71014964537459,39.56678891059187,38.83071391486996,37.09940505708255,72.86196574941913,1.9295479540339693,69.30204389227383,76.12183567831428,72.85084481129037,1.926106598969536,69.30008979588048,76.1042613623169,0.949073464915846,0.8731031729914511,0.9493965889943524
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_1280x720_2000_x264.mp4,1280,720,1920,1080,2000,x264,30,30,4.0,-1,-1,8,4,3,2,geometric_mean,74.57969492027145,72.68011977032842,74.59023710002144,72.7026245435209,73.46155181924281,73.45100989955104,82.1767532911085,82.17303837959119,80.71006927239372,2.196655560337648,0.9889107503082004,34.25809573885651,39.90580579330838,36.40815063244939,0.9853859871525044,38.43618344090368,36.7443002228641,39.5820296703396,38.844500967834655,37.13016669394391,72.96009825073527,1.9479961170227835,69.36914843698541,76.24672373819281,72.94892939966589,1.9445085949626644,69.36713410201841,76.22911274048374,0.9490657922017264,0.8730943333912421,0.9493949699912946
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_1280x720_2000_x264.mp4,1280,720,1920,1080,2000,x264,30,30,4.0,-1,-1,8,4,3,2,percentile_50,75.10473400000001,73.161383,75.11394849999999,73.1877265,73.983105,73.970295,82.4640735,82.459642,80.9798015,2.0525165,0.989608,34.343506500000004,39.8862955,36.318297,0.9858135,38.3794955,36.861919,39.5215085,38.7777065,37.212778,73.4336385,2.044528,69.68397300000001,76.83755099999999,73.42361299999999,2.0408945000000003,69.67392749999999,76.819533,0.9527565,0.8757075000000001,0.9495725
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_1280x720_2000_x264.mp4,1280,720,1920,1080,2000,x264,30,30,4.0,-1,-1,8,4,3,2,percentile_5,67.88668455,66.02083755,67.88240285,66.03654055000001,66.67787195000001,66.66798515,77.5722507,77.5783725,76.1615575,1.4948841,0.97868055,33.33931535,38.9606551,35.7099842,0.97511875,37.10501385,34.1030035,37.97365235,37.24979695,34.618096,66.40001255000001,1.2986745000000002,64.22955565000001,68.6977122,66.40205105000001,1.2960678,64.22575830000001,68.6841459,0.90953395,0.84557755,0.93135295
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_1280x720_2000_x264.mp4,1280,720,1920,1080,2000,x264,30,30,4.0,-1,-1,8,4,3,2,percentile_95,79.95200055000001,78.0675978,79.96075945,78.09026354999999,78.92777585,78.91731135,85.8917451,85.88616625,84.37932105,3.6658893999999993,0.99535115,35.05448845,40.87297315,37.3405035,0.9924171,39.8282273,39.2721818,41.4750751,40.57684305,39.5684363,78.3035503,2.66445125,73.5878375,82.41125505000001,78.2918691,2.66064115,73.57973595,82.38925105,0.97683395,0.8923734,0.96425345
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_1280x720_2000_x264.mp4,1280,720,1920,1080,2000,x264,30,30,4.0,-1,-1,8,4,3,2,norm_lp1,74.68010946333334,72.78106365444444,74.69070856888888,72.80386253666667,73.56398527222223,73.55338217666667,82.21824809222221,82.21447468333335,80.75119576888888,2.2984436044444445,0.9889256033333332,34.26267469555556,39.91064345777778,36.411566500000006,0.9854019111111112,38.44585382444445,36.7801871488889,39.59816289,38.85908934333335,37.1625186111111,73.05878768,2.00744814,69.43696160222223,76.37228847111113,73.04757321555556,2.003974835555556,69.4348846288889,76.35464450777776,0.949321787777778,0.87321866,0.9494554755555557
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_1280x720_2000_x264.mp4,1280,720,1920,1080,2000,x264,30,30,4.0,-1,-1,8,4,3,2,norm_lp2,74.77826624179536,72.87985999971363,74.78891885601895,72.9029448562046,73.66410095395966,73.65344061320219,82.2592406701635,82.25541043045787,80.79186871621197,2.408666049267616,0.9889403997794692,34.26723129509127,39.91548670832714,36.4149972307384,0.9854177873522412,38.45553448734958,36.81588011889153,39.61440337007213,38.8737541806258,37.194743930335136,73.1553448715328,2.062863136424572,69.50356074687838,76.49521109361515,73.1440877941704,2.05940136328398,69.50142049431251,76.47753793522548,0.9495741588787056,0.8733415376340423,0.94951579864805
GamingVideoSet2,LoL_30fps_30sec_Part2.yuv,LoL_30fps_30sec_Part2_1280x720_2000_x264.mp4,1280,720,1920,1080,2000,x264,30,30,4.0,-1,-1,8,4,3,2,norm_lp3,74.87429242423221,72.97663194036008,74.88499546412099,72.99999505435443,73.76202170529845,73.75130769750825,82.2997489898649,82.2958635133867,80.83210493380982,2.5220117185227644,0.9889551399525668,34.27176556997265,39.92033520546962,36.41844267635566,0.9854336160077924,38.46522351707589,36.85137473311589,39.63075148542054,38.88849612313083,37.22683897462101,73.24988180415517,2.113090444021632,69.56902876130877,76.61558473125056,73.23858482936838,2.109636028855016,69.56682465269161,76.59788590889598,0.9498229694589048,0.8734629933903126,0.9495759375384868
