Dataset,Original_file_name,Distorted_file_name,Width_original,Height_original,Width,Height,Bitrate,Video_codec,FPS,Duration,MOS,CI,Computed_Mos,temporal_pooling,vmaf_v0.6.1,vmaf_v0.6.1neg,vmaf_float_v0.6.1,vmaf_float_v0.6.1neg,vmaf_float_b_v0.6.3,vmaf_b_v0.6.3,vmaf_float_4k_v0.6.1,vmaf_4k_v0.6.1,vmaf_4k_v0.6.1neg,cambi,float_ssim,psnr_y,psnr_cb,psnr_cr,float_ms_ssim,ciede2000,psnr_hvs_y,psnr_hvs_cb,vmaf_float_b_v0.6.3_bagging,vmaf_float_b_v0.6.3_stddev,vmaf_float_b_v0.6.3_ci_p95_lo,vmaf_float_b_v0.6.3_ci_p95_hi,vmaf_b_v0.6.3_bagging,vmaf_b_v0.6.3_stddev,vmaf_b_v0.6.3_ci_p95_lo,vmaf_b_v0.6.3_ci_p95_hi
AGH_NTIA_Dolby,AGH-NTIA-Dolby_AspenWalk_original.y4m,AGH-NTIA-Dolby_AspenWalk_MPEG2at2M.y4m,1280,720,1280,720,2M,MPEG2,60.0,8.0,1.0571428571428572,-1,1.0571428571428572,mean,15.57275775,15.117861414583333,15.592087333333332,15.137373504166666,16.142734233333332,16.123473377083332,40.503496947916666,40.48461988541667,40.064976895833325,2.17480593125,0.7512171416666666,25.50621117083333,36.65229151874999,40.8321153125,0.7824429125,28.564059235416668,22.42929700208333,31.94100826458333,15.409997216666666,4.427047952083333,9.1712529875,25.454340910416665,15.393053939583332,4.42327315,9.160319229166667,25.428986416666664
AGH_NTIA_Dolby,AGH-NTIA-Dolby_AspenWalk_original.y4m,AGH-NTIA-Dolby_AspenWalk_MPEG2at2M.y4m,1280,720,1280,720,2M,MPEG2,60.0,8.0,1.0571428571428572,-1,1.0571428571428572,harmonic_mean,8.259641714353965,8.079321668594437,8.269163804575479,8.086966888221374,8.597577035828154,8.590198450271927,39.629323368301065,39.61021498522495,39.20019201730516,1.660938284711886,0.7501713782794948,25.48142425888156,36.63813968211608,40.82917121003924,0.781643197920938,28.53302432429078,22.40389358897788,31.922682152303736,8.253083821418079,3.5556798880060185,4.668214401048066,24.32200023301177,8.24532716977695,3.5529472841545,4.660070552679865,24.296023494700588
AGH_NTIA_Dolby,AGH-NTIA-Dolby_AspenWalk_original.y4m,AGH-NTIA-Dolby_AspenWalk_MPEG2at2M.y4m,1280,720,1280,720,2M,MPEG2,60.0,8.0,1.0571428571428572,-1,1.0571428571428572,geometric_mean,0.0,0.0,0.0,0.0,0.0,0.0,40.07498914471572,40.05600368213047,39.641604392268285,1.7575532916147187,0.750032797443366,25.49296008200879,36.64520384563649,40.83062339026634,0.7815534621886127,28.547383475444125,22.41586335609712,31.93184057116384,0.0,0.0,0.0,24.89647900317532,0.0,0.0,0.0,24.870837250626064
AGH_NTIA_Dolby,AGH-NTIA-Dolby_AspenWalk_original.y4m,AGH-NTIA-Dolby_AspenWalk_MPEG2at2M.y4m,1280,720,1280,720,2M,MPEG2,60.0,8.0,1.0571428571428572,-1,1.0571428571428572,total_variation,2.623536198329854,2.561663985386221,2.6263291524008348,2.564058651356994,2.646792308977036,2.644014989561587,2.534061657620041,2.533078795407097,2.5058019728601253,0.6680824885177452,0.011035037578288,0.2155046471816284,0.0470206012526091,0.0164079331941543,0.0098221711899791,0.1426396764091858,0.3038086993736951,0.0667006471816282,2.5809843695198333,0.6798117035490605,2.0446233173277664,2.2025170793319417,2.578497743215031,0.6795564237995825,2.0427453862212945,2.201138647181628
AGH_NTIA_Dolby,AGH-NTIA-Dolby_AspenWalk_original.y4m,AGH-NTIA-Dolby_AspenWalk_MPEG2at2M.y4m,1280,720,1280,720,2M,MPEG2,60.0,8.0,1.0571428571428572,-1,1.0571428571428572,norm_lp1,15.57275775,15.117861414583333,15.592087333333332,15.137373504166666,16.142734233333332,16.123473377083332,40.503496947916666,40.48461988541667,40.064976895833325,2.17480593125,0.7512171416666666,25.50621117083333,36.65229151874999,40.8321153125,0.7824429125,28.564059235416668,22.42929700208333,31.94100826458333,15.409997216666666,4.427047952083333,9.1712529875,25.454340910416665,15.393053939583332,4.42327315,9.160319229166667,25.428986416666664
AGH_NTIA_Dolby,AGH-NTIA-Dolby_AspenWalk_original.y4m,AGH-NTIA-Dolby_AspenWalk_MPEG2at2M.y4m,1280,720,1280,720,2M,MPEG2,60.0,8.0,1.0571428571428572,-1,1.0571428571428572,norm_lp2,16.993709213500672,16.518580656100948,17.012415722287862,16.537461616685032,17.483734735320837,17.46496273147129,40.90875765214344,40.88997877316257,40.4639276025168,2.689714384078445,0.7525141354019953,25.5203705808531,36.65900499159075,40.833573131145776,0.7834040431535606,28.5822242728233,22.443150039940043,31.949592626376106,16.79374905368302,4.589381762074248,11.445629388369206,25.987232088250405,16.777335047648446,4.585588175881603,11.436414186348166,25.96212589299608
AGH_NTIA_Dolby,AGH-NTIA-Dolby_AspenWalk_original.y4m,AGH-NTIA-Dolby_AspenWalk_MPEG2at2M.y4m,1280,720,1280,720,2M,MPEG2,60.0,8.0,1.0571428571428572,-1,1.0571428571428572,norm_lp3,18.523420784476983,18.02656537502786,18.54059416090139,18.04390871909868,18.88905402731991,18.87162989294591,41.30936426986676,41.29069629602878,40.85682683033911,3.179381872519933,0.7539398299831933,25.535520605180057,36.665364674537614,40.834997639820514,0.7844456367884146,28.602017982255507,22.457470393508952,31.95763258787517,18.27630964631351,4.669988717995472,14.114506497820784,26.54187693100053,18.261221001625835,4.666213814035811,14.10707288647861,26.51708386241246
AGH_NTIA_Dolby,AGH-NTIA-Dolby_bikepark_original.y4m,AGH-NTIA-Dolby_bikepark_H264at2M.y4m,1280,720,1280,720,2M,H264,60.0,8.0,4.485714285714286,-1,4.485714285714286,mean,88.49696517291666,86.28375552291666,88.49575993541666,86.29395598333333,87.28866312708332,87.2889282875,92.98993535833333,92.98617514375,91.35265604375,1.2134890958333335,0.9817363416666666,39.90283039583333,42.70650662083334,44.03268249375,0.9830354583333334,39.04864795720721,36.396019891891896,37.3146233963964,86.99283457083334,2.02209866875,82.873254975,89.96345173750001,86.99435057083335,2.02299395625,82.87079546666668,89.96521623541666
AGH_NTIA_Dolby,AGH-NTIA-Dolby_bikepark_original.y4m,AGH-NTIA-Dolby_bikepark_H264at2M.y4m,1280,720,1280,720,2M,H264,60.0,8.0,4.485714285714286,-1,4.485714285714286,harmonic_mean,88.25535843472693,85.99665294861437,88.25430120828005,86.00710835728594,87.01661396360853,87.01672886411423,92.86230926982417,92.85837534691802,91.20130619095826,0.3746152578508994,0.981684256143426,38.77302602737642,41.94890837236281,43.45421399751122,0.9829933203842274,38.49277209174256,36.01318243049371,36.95149029068365,86.72905358090603,1.6641891381824014,82.67581432562369,89.66663382812847,86.7304656176219,1.6644164041760878,82.6726752832948,89.66867961061385
AGH_NTIA_Dolby,AGH-NTIA-Dolby_bikepark_original.y4m,AGH-NTIA-Dolby_bikepark_H264at2M.y4m,1280,720,1280,720,2M,H264,60.0,8.0,4.485714285714286,-1,4.485714285714286,geometric_mean,88.37548905591841,86.13827275922603,88.37435505154875,86.14860439263758,87.15085125938731,87.15104499761287,92.92562812708312,92.9217817036032,91.27594559720518,0.0,0.98168380159137,39.28587312453795,42.29389343469226,43.71693700319057,0.9829929885896704,39.06480817117117,36.87727677702703,36.697594063063065,86.85958673892851,1.7333390225320122,82.77469500690614,89.81329828714074,86.86105395465373,1.7337061902587487,82.77190456961135,89.81520090486234
